1,10580.373432,1476.454494,1241.613249,265.268828,14050.030046,1656.144569,10169.520458,1680.263439
2,18476.940392,1717.131657,1429.453804,311.666159,14220.271260,1448.018949,10685.335413,1779.250833
3,23897.375127,1879.269077,1585.324931,336.953361,14065.216718,1461.418608,10659.221237,1789.282596
4,30882.923766,2417.187051,1740.246368,361.361129,13988.311736,1409.161505,10953.060721,1818.000578
5,36303.200758,3462.397411,1933.180395,408.062042,14141.690789,1487.073489,11167.886522,1828.393762
6,41266.479266,5642.965687,2072.911887,438.796027,14325.190742,1520.577124,11431.370081,1854.051482
7,45894.478749,8230.024783,2181.602203,501.359270,14726.622161,1780.424118,11730.245465,1947.887925
8,46751.818664,10048.745113,2198.543287,505.207196,14695.069236,1785.575539,11875.027129,2047.117272
9,47543.911062,11769.615897,2272.460295,530.274944,14615.416984,1745.833862,11834.105424,1970.739735
10,48159.894596,12462.654739,2267.462873,518.917624,14724.371371,1569.397154,11700.943408,1869.343096
11,48592.738159,13328.178062,2261.991448,640.773416,14666.774128,2040.283699,11834.998729,2150.040411
12,48508.998736,13437.200150,2258.559877,541.609675,15067.957188,1640.767010,11932.404136,1948.195171
13,48483.249332,13703.738808,2266.910012,540.732328,14541.420623,1583.196906,11724.463470,1893.078238
14,48592.760006,13866.849821,2257.142661,539.052593,14423.196356,1577.599810,11645.054031,1886.237254
15,49253.191184,14315.890093,2295.116014,618.155383,14613.140610,1878.001351,11798.235609,2083.214031
16,48743.261755,14154.773612,2286.660879,558.997653,14458.036990,1697.410180,11657.307048,1945.888556
17,49055.217693,14210.559510,2301.262396,581.291526,15088.504177,1811.853342,12142.701317,2062.174512
18,49185.226578,14350.664308,2291.464077,583.045641,14559.798649,1793.858567,11702.794765,2017.528133
19,48552.839493,14129.701129,2268.663635,552.287114,14457.457056,1689.766048,11746.568393,1933.747107
20,48907.043645,14202.054452,2284.594852,549.285320,14588.770705,1663.305444,11822.010865,1922.985274
21,48629.159190,14168.223249,2265.459686,561.115972,14696.358958,1727.232649,11757.313360,1972.948240
22,48645.042712,14136.604437,2261.471577,551.231091,14464.831857,1659.529748,11657.109599,1933.845143
23,48729.151170,14163.934764,2281.741279,544.748312,14540.702515,1641.613566,11776.147027,1916.133870
