1,8658.302356,1596.235296,1222.456776,395.014512,14820.381270,2170.020135,10546.022917,1966.580335
2,13981.112233,1561.981274,1376.230387,316.666003,14265.936198,1553.597305,10542.925370,1639.132768
3,17803.849324,1734.674718,1496.046025,335.729174,14136.959084,1668.920499,10619.147146,1706.224249
4,22883.102770,1938.011048,1629.943032,283.237755,14025.900513,1319.817025,10772.760770,1552.870921
5,26513.621241,2574.307434,1766.953289,302.703122,14108.873884,1352.620342,10951.625076,1548.716518
6,30346.042895,4419.506644,1901.184717,441.096379,14340.277539,1664.146140,11253.702355,1803.769486
7,32019.478877,5404.171218,1937.864331,341.331165,14303.254974,1322.142917,11350.020971,1585.172710
8,33507.478296,6945.742834,1994.999749,367.383867,14240.577620,1302.708382,11299.689142,1578.407569
9,34710.814967,8486.009998,2044.805650,492.702330,14381.605481,1598.958226,11460.265813,1788.501346
10,34745.551632,8828.982142,2042.346736,401.224795,14210.259371,1276.343720,11361.289186,1594.216571
11,34951.648235,9270.526719,2043.445498,407.758789,14354.252360,1301.262689,11400.042308,1629.848174
12,35004.128823,9530.444111,2031.137387,429.495946,14435.669901,1370.012643,11441.756855,1667.620800
13,35436.283111,9871.755331,2060.368690,483.719199,14344.421260,1484.215341,11405.571477,1771.481305
14,35279.215002,9818.526082,2053.120024,421.533176,14649.174834,1308.178887,11728.673363,1681.640523
15,35465.139081,9948.131983,2048.178669,419.342181,14418.690460,1333.572293,11540.281148,1769.862536
16,35691.922947,9914.378443,2041.073400,423.926313,15978.264227,1344.891662,11767.200491,1714.434146
17,38935.892173,10984.716918,2150.048531,423.539147,15531.125821,1348.596886,12347.649850,1733.171462
18,35124.392815,9925.407259,2032.304419,417.308196,14317.965537,1299.154317,11367.038909,1657.148774
19,35212.686389,9949.286446,2032.455724,421.953864,14296.628200,1305.686266,11380.365411,1672.720086
20,35115.017564,9917.546018,2043.286496,419.671593,14288.374751,1307.477204,11411.911023,1680.555858
21,35198.840011,9962.816555,2037.215666,416.376208,14299.869311,1287.178186,11461.363280,1672.312170
22,35144.435221,9933.717633,2046.668285,417.908508,14266.982792,1298.776608,11394.867150,1683.024149
23,35250.693229,9987.598039,2052.194652,427.699860,14291.696659,1303.874314,11477.795304,1680.215967
