1,11943.976090,218250.962323,1421.599715,75395.000751,25385.709108,317725.789755,20981.288515,289113.989455
2,21013.020678,289155.585077,1491.410409,77223.357286,24852.609221,314313.979537,20092.788728,282785.843401
3,28514.497732,336745.890713,1453.331853,76231.516421,25734.762624,319808.197319,20137.213718,283096.709350
4,34131.085811,367913.154115,1631.031792,80755.799721,24725.680651,313515.316596,20771.856475,287500.205099
5,37640.660174,386194.987126,1834.117492,85633.769068,24852.609222,314313.979557,20695.699336,286975.427300
6,38097.602938,388509.639709,2056.242451,90668.531024,25246.087728,316776.714533,20143.560112,283141.089879
7,38357.806414,389821.324563,1618.338939,80441.088823,24928.766303,314792.179370,20067.403060,282608.049608
8,39512.856199,395589.361235,1973.738881,88831.858150,24402.012882,311469.223809,20625.888633,286493.518871
9,38592.624278,391001.115184,1770.653212,84139.840565,25398.401990,317724.775701,20530.692225,285835.034235
10,38554.545731,390810.049586,1637.378226,80912.695751,25106.466316,315905.094449,19927.781608,281628.132660
11,40502.898848,400464.622566,1840.463912,85781.727996,25131.851973,316063.753530,20416.456477,285042.801941
12,40534.631089,400619.860260,1650.071099,81225.577378,24122.770045,309692.832568,20391.070840,284866.446074
13,39278.038313,394423.842749,1751.613928,83686.452355,25030.309115,315428.623260,20733.777948,287237.939150
14,38967.063348,392939.391672,1903.928191,87537.976290,25518.984105,318473.270792,20517.999324,285747.118587
15,39976.145386,397878.476743,1776.999640,84290.427051,25004.923426,315269.635974,20537.038667,285878.981587
16,40147.498893,398721.669962,1853.156772,86076.882423,24668.562784,313155.236821,20346.645865,284557.553319
17,39849.216833,397252.687350,1789.692485,84590.793937,25100.119920,315865.417142,20467.227972,285395.183045
18,39017.834873,393128.124122,1776.999641,84290.427126,24332.202147,311107.709265,20759.163601,287412.809828
19,40306.159613,399500.752743,1776.999637,84290.426900,24541.634246,312353.536696,20118.174459,282963.524075
20,40325.198841,399721.173693,1815.078196,85188.345785,25315.898426,317371.619116,20175.292312,283362.889335
