1,10312.944314,202843.843813,1681.803238,82002.548075,24624.137761,312874.880866,19743.735246,280331.085541
2,17516.139288,264117.567585,1592.953233,79807.938087,25461.866224,318118.945250,21254.184893,290801.342153
3,24167.195107,309976.138884,1942.006737,88115.231608,24789.144836,313914.907211,20981.288564,288938.325520
4,27625.997918,331272.310759,1853.156778,86076.882717,25017.616275,315349.139942,20587.810073,286230.310640
5,31325.965023,352594.902659,2138.745971,92468.654116,25385.709135,317645.881471,20372.031529,284734.104843
6,32074.843377,356822.064305,2094.320986,91503.766326,25360.323422,317647.909153,20486.267223,285527.210680
7,30957.872263,350533.469662,2259.328098,95038.163884,25652.259068,319298.460402,20644.927918,286625.030506
8,32246.196949,357694.856113,2113.360279,91918.533104,25150.891299,316182.695288,20537.038646,285878.981300
9,32239.850563,357659.941615,2164.131694,93015.515975,25239.741273,316737.148474,20600.502939,286318.074341
10,32785.643285,360790.615680,2138.746001,92468.655419,24744.719968,313635.249371,20873.399266,288198.390273
11,32817.375364,360822.909486,2126.053140,92194.005459,24846.262749,314274.095262,20765.510080,287456.511448
12,32753.911189,360476.734154,2246.635242,94770.977171,24484.516428,311992.083010,20981.288537,288938.325148
13,33566.253773,364882.155223,2259.328118,95038.164752,24897.034220,314593.020448,20454.535112,285307.129612
14,34054.928725,367505.989244,2151.438845,92742.489538,24992.230585,315190.111541,21152.642106,290109.554727
15,33007.768298,361859.386147,2018.163873,89825.511642,25074.734127,315706.654137,20498.960081,285615.194832
16,32176.386245,357310.597737,2272.020986,95304.601249,24662.216357,313115.201779,21070.138556,289546.233709
17,32220.811257,357555.175352,2291.060257,95702.860792,24484.516436,311992.083111,20924.170731,288546.836898
18,33248.932501,363167.864856,2107.013822,91780.485109,24319.509270,310945.462691,21171.681379,290239.393182
19,32417.550494,358636.232610,2126.053153,92194.006009,25119.159080,315984.433394,20384.724368,284822.338816
20,32036.764941,356540.798754,1948.353182,88259.024060,24770.105682,313795.086087,21349.381323,291448.370362
